date,province,city,inflect,cure,dead
7月31日,辽宁,大连市,11,0,0
7月31日,上海,境外输入-美国,0,1,0
7月31日,香港,,149,69,1
7月31日,新疆,昌吉州,1,,
7月31日,新疆,乌鲁木齐市,111,3,
7月31日,北京,地市明细不详,,10,
7月31日,广东,境外输入-伊拉克,1,,
7月31日,广东,境外输入-菲律宾,2,,
7月31日,广东,地市明细不详,,2,
7月31日,天津,境外输入-美国,1,,
7月31日,四川,境外输入-不详,,1,
7月31日,福建,境外输入-不详,,1,
7月31日,莱索托,,71,,1
7月29日,马约特,,27,,
7月31日,波多黎各,,221,,2
7月31日,法属圭亚那,,85,,
7月31日,美属维尔京群岛,,10,,1
7月31日,百慕大,,2,,
7月31日,荷属圣马丁,,6,,
7月31日,巴勒斯坦,,520,,2
7月31日,塔吉克斯坦,,44,,
7月31日,泽西岛,,1,,
7月31日,直布罗陀,,1,,
7月31日,关岛,,3,,
7月30日,香港,,118,64,1
7月30日,辽宁,大连市,5,0,0
7月30日,新疆,乌鲁木齐市,96,4,0
7月30日,广东,境外输入-赞比亚,1,0,0
7月30日,广东,境外输入-不详,0,3,0
7月30日,北京,地市明细不详,1,5,0
7月29日,台湾,,5,0,0
7月30日,云南,境外输入孟加拉国,1,0,0
7月30日,陕西,境外输入-比利时,1,0,0
7月30日,马约特,,5,0,1
7月30日,波多黎各,,409,0,8
7月30日,法属圭亚那,,48,0,1
7月30日,美属维尔京群岛,,11,0,0
7月30日,荷属圣马丁,,1,0,0
7月30日,巴勒斯坦,,481,0,1
7月30日,泽西岛,,2,0,0
7月30日,格陵兰岛,,1,0,0
7月30日,法罗群岛,,6,0,0
7月30日,关岛,,2,0,0
7月30日,塔吉克斯坦,,41,0,0
7月30日,科摩罗,,24,0,0
7月29日,香港,,106,41,1
7月29日,新疆,乌鲁木齐市,89,2,
7月29日,北京,地市明细不详,1,1,
7月29日,广东,境外输入-新加坡,1,,
7月29日,广东,境外输入-伊朗,1,,
7月29日,广东,境外输入-不详,,3,
7月29日,上海,境外输入-新加坡,1,,
7月29日,上海,境外输入-美国,,1,
7月29日,四川,雅安市,,1,
7月29日,福建,境外输入-不详,,1,
7月29日,重庆,境外输入-新加坡,,1,
7月29日,马约特,,,,
7月29日,留尼旺,,,,1
7月29日,波多黎各,,288,,
7月29日,法属圭亚那,,182,,1
7月29日,美属维尔京群岛,,3,,
7月29日,阿鲁巴,,2,,
7月29日,荷属圣马丁,,20,,
7月29日,特克斯和凯科斯群岛,,2,,
7月29日,巴勒斯坦,,332,,1
7月29日,法罗群岛,,23,,
7月29日,关岛,,12,,
7月29日,塔吉克斯坦,,43,,1
7月29日,辽宁,大连市,8,,
7月28日,香港,,145,-9,4
7月28日,台湾,,4,,
7月28日,辽宁,大连市,6,,
7月28日,新疆,乌鲁木齐市,57,,
7月28日,云南,境外输入-孟加拉国,1,,
7月28日,北京,地市明细不详,1,14,
7月28日,北京,境外输入-不详,1,,
7月28日,上海,境外输入-俄罗斯,,1,
7月28日,上海,境外输入-新加坡,1,,
7月28日,上海,境外输入-埃塞俄比亚,1,,
7月28日,四川,境外输入-不详,,1,
7月28日,莱索托,,59,,1
7月28日,蒙特塞拉特,,1,,
7月28日,波多黎各,,603,,
7月28日,塔吉克斯坦,,42,,
7月28日,特克斯和凯科斯群岛,,5,,
7月28日,巴勒斯坦,,330,,1
7月28日,美属维尔京群岛,,9,,
7月28日,浙江,台州市,,1,
7月28日,百慕大,,1,,
7月28日,北马里亚纳群岛邦,,1,,
7月28日,科摩罗,,14,,
7月27日,吉林,四平市,2,0,0
7月27日,辽宁,大连市,14,0,0
7月27日,辽宁,境外输入-不详,0,1,0
7月27日,上海,境外输入-法国,0,1,0
7月27日,北京,地市明细不详,0,3,0
7月27日,新疆,乌鲁木齐市,41,0,0
7月27日,四川,境外输入-埃及,1,0,0
7月27日,香港,,128,40,0
7月27日,内蒙古,境外输入-不详,2,0,0
7月27日,福建,境外输入-荷兰,1,0,0
7月27日,广东,地市明细不详,0,3,0
7月27日,陕西,境外输入-不详,0,1,0
7月27日,河北,地市明细不详,0,1,0
7月27日,北马里亚纳群岛邦,,1,0,0
7月27日,法属圭亚那,,81,0,0
7月27日,直布罗陀,,1,0,0
7月27日,泽西岛,,1,0,0
7月27日,留尼旺,,3,0,0
7月27日,莱索托,,27,0,2
7月27日,巴勒斯坦,,383,0,5
7月27日,波多黎各,,573,0,10
7月27日,圣巴托洛缪岛,,1,0,0
7月27日,法属圣马丁,,3,0,0
7月27日,塔吉克斯坦,,46,0,1
7月27日,美属维尔京群岛,,10,0,0
7月27日,特克斯和凯科斯群岛,,2,0,0
7月26日,内蒙古,境外输入-不详,5,3,
7月26日,山东,境外输入-菲律宾,1,,
7月26日,上海,境外输入-印度,,1,
7月26日,上海,境外输入-美国,,1,
7月26日,上海,境外输入-墨西哥,,1,
7月26日,上海,境外输入-新加坡,,1,
7月26日,辽宁,大连市,12,,
7月26日,辽宁,铁岭市,1,,
7月26日,广东,境外输入-菲律宾,3,,
7月26日,广东,地市明细不详,,1,
7月26日,北京,地市明细不详,,11,
7月26日,新疆,乌鲁木齐市,22,,
7月26日,香港,,133,48,2
7月26日,天津,境外输入-瑞典,1,,
7月26日,福建,境外输入-菲律宾,1,,
7月26日,法属圭亚那,,165,,1
7月26日,直布罗陀,,2,,
7月26日,瓜德罗普,,8,,
7月26日,留尼旺,,8,,
7月26日,莱索托,,60,,3
7月26日,马提尼克岛,,7,,
7月26日,马约特,,11,,
7月26日,巴勒斯坦,,537,,3
7月26日,波多黎各,,494,,3
7月26日,荷属圣马丁,,10,,
7月26日,塔吉克斯坦,,44,,
7月26日,美属维尔京群岛,,6,,
7月26日,特克斯和凯科斯群岛,,4,,
7月26日,库拉索,,1,,
7月25日,香港,,123,28,1
7月25日,台湾,,3,0,0
7月25日,新疆,乌鲁木齐市,20,,
7月25日,辽宁,大连市,9,,
7月25日,辽宁,境外输入-不详,,1,
7月25日,北京,地市明细不详,,12,
7月25日,广东,境外输入-菲律宾,1,,
7月25日,广东,境外输入-孟加拉国,1,,
7月25日,广东,地市明细不详,,2,
7月25日,上海,境外输入-坦桑尼亚,1,,
7月25日,上海,境外输入-菲律宾,1,,
7月25日,内蒙古,境外输入-不详,1,,
7月25日,科摩罗,,3,,
7月25日,马约特,,23,,
7月25日,留尼旺,,1,,
7月25日,波多黎各,,435,,3
7月25日,法属圭亚那,,203,,1
7月25日,美属维尔京群岛,,16,,
7月25日,特克斯和凯科斯群岛,,4,,
7月25日,荷属圣马丁,,3,,
7月25日,荷属加勒比区,,1,,
7月25日,巴勒斯坦,,596,,1
7月25日,塔吉克斯坦,,45,,
7月25日,直布罗陀,,2,,
7月25日,关岛,,5,,
7月25日,云南,境外输入-不详,,1,
7月24日,香港,,118,35,1
7月24日,新疆,乌鲁木齐市,13,0,0
7月24日,辽宁,大连市,2,0,0
7月24日,广东,境外输入-新加坡,3,0,0
7月24日,广东,境外输入-美国,1,0,0
7月24日,广东,境外输入-加纳,1,0,0
7月24日,上海,境外输入-赞比亚,1,0,0
7月24日,上海,境外输入-俄罗斯,0,1,0
7月24日,广东,境外输入-不详,0,2,0
7月24日,北京,地市明细不详,0,14,0
7月24日,山西,境外输入-俄罗斯,0,1,0
7月24日,马约特,,15,0,0
7月24日,留尼旺,,6,0,0
7月24日,波多黎各,,98,5,5
7月24日,法属圭亚那,,32,0,0
7月24日,美属维尔京群岛,,12,0,1
7月24日,阿鲁巴,,2,0,0
7月24日,特克斯和凯科斯群岛,,1,0,0
7月24日,荷属圣马丁,,2,0,0
7月24日,巴勒斯坦,,356,0,2
7月24日,关岛,,5,0,0
7月24日,塔吉克斯坦,,48,0,1
7月23日,香港,,113,20,
7月23日,新疆,乌鲁木齐市,18,,
7月23日,北京,地市明细不详,,8,
7月23日,上海,境外输入-美国,1,,
7月23日,上海,境外输入-印度,,1,
7月23日,上海,境外输入-埃塞俄比亚,,1,
7月23日,广东,境外输入-加纳,1,,
7月23日,内蒙古,境外输入-不详,,1,
7月23日,四川,境外输入-不详,,1,
7月23日,辽宁,境外输入-不详,,1,
7月23日,辽宁,大连市,1,,
7月23日,陕西,境外输入-不详,,1,
7月23日,陕西,境外输入-阿拉木图,1,,
7月23日,广西,境外输入-印度,,1,
7月23日,阿鲁巴,,2,,
7月23日,科摩罗,,3,,
7月23日,法属圭亚那,,106,,1
7月23日,关岛,,8,,
7月23日,马约特,,16,,
7月23日,波多黎各,,479,,
7月23日,塔吉克斯坦,,46,,
7月23日,北马里亚纳群岛邦,,1,,
7月23日,留尼旺,,8,,
7月23日,巴勒斯坦,,403,,1
7月23日,美属维尔京群岛,,11,,
7月22日,香港,,60,22,2
7月22日,上海,境外输入-墨西哥,1,,
7月22日,上海,境外输入-新加坡,1,,
7月22日,上海,境外输入-巴基斯坦,,1,
7月22日,云南,境外输入-孟加拉国,1,,
7月22日,广东,境外输入-孟加拉国,2,,
7月22日,新疆,乌鲁木齐市,9,,
7月22日,北京,地市明细不详,,17,
7月22日,河北,地市明细不详,,1,
7月22日,内蒙古,境外输入-不详,,3,
7月22日,辽宁,境外输入-不详,,1,
7月22日,马约特,,26,,
7月22日,留尼旺,,3,,
7月22日,波多黎各,,398,,2
7月22日,法属圭亚那,,90,,1
7月22日,美属维尔京群岛,,14,,
7月22日,阿鲁巴,,5,,
7月22日,特克斯和凯科斯群岛,,6,,
7月22日,巴勒斯坦,,468,,1
7月22日,塔吉克斯坦,,43,,
7月21日,上海,境外输入-美国,1,0,0
7月21日,上海,境外输入-菲律宾,1,0,0
7月21日,北京,地市明细不详,0,12,0
7月21日,上海,境外输入-英国,0,2,0
7月21日,香港,,73,8,0
7月21日,新疆,乌鲁木齐市,7,0,0
7月21日,新疆,新疆生产建设兵团,1,0,0
7月21日,四川,境外输入-不详,1,1,0
7月21日,辽宁,境外输入-不详,0,2,0
7月21日,云南,境外输入-不详,0,1,0
7月21日,百慕大,,1,0,0
7月21日,科摩罗,,6,0,0
7月21日,法罗群岛,,3,0,0
7月21日,关岛,,4,0,0
7月21日,留尼旺,,4,0,0
7月21日,巴勒斯坦,,465,0,3
7月21日,波多黎各,,610,0,0
7月21日,塔吉克斯坦,,44,0,0
7月21日,马约特,,,,1
7月20日,内蒙古,境外输入-不详,1,,
7月20日,北京,地市明细不详,,16,
7月20日,山东,境外输入-科威特,1,,
7月20日,四川,境外输入-菲律宾,2,,
7月20日,四川,境外输入-埃及,1,,
7月20日,新疆,乌鲁木齐市,16,,
7月20日,新疆,喀什地区,1,,
7月20日,香港,,108,20,
7月20日,台湾,,1,,
7月20日,广东,地市明细不详,,1,
7月20日,上海,境外输入-墨西哥,,2,
7月20日,上海,境外输入-英国,,1,
7月20日,上海,境外输入-美国,,1,
7月20日,上海,外国来沪（印度）,,1,
7月20日,陕西,境外输入-不详,,1,
7月20日,法属圭亚那,,146,,3
7月20日,关岛,,1,,
7月20日,马提尼克岛,,1,,
7月20日,巴勒斯坦,,532,,5
7月20日,波多黎各,,333,,1
7月20日,塔吉克斯坦,,48,,1
7月20日,美属维尔京群岛,,20,,
7月20日,特克斯和凯科斯群岛,,1,,
7月20日,辽宁,沈阳市,,1,
7月20日,陕西,境外输入-不详,,1,
7月19日,香港,,64,10,1
7月19日,新疆,乌鲁木齐市,13,0,0
7月19日,北京,地市明细不详,,13,
7月19日,山东,境外输入-科威特,1,,
7月19日,上海,境外输入-南苏丹,,1,
7月19日,上海,境外输入-加拿大,,1,
7月19日,广东,境外输入-美国,2,,
7月19日,辽宁,境外输入-不详,,1,
7月19日,河北,地市明细不详,,1,
7月19日,莱索托,,103,,3
7月19日,留尼旺,,10,,
7月19日,波多黎各,,546,,5
7月19日,法属圭亚那,,116,,
7月19日,美属维尔京群岛,,14,,
7月19日,马提尼克岛,,6,,
7月19日,瓜德罗普,,5,,
7月19日,百慕大,,2,,
7月19日,阿鲁巴,,2,,
7月19日,特克斯和凯科斯群岛,,2,,
7月19日,法属圣马丁,,2,,
7月19日,库拉索,,2,,
7月19日,巴勒斯坦,,439,,5
7月19日,塔吉克斯坦,,45,,
7月19日,泽西岛,,2,,
7月18日,新疆,乌鲁木齐市,4,,
7月18日,上海,境外输入-巴基斯坦,0,3,0
7月18日,上海,境外输入-法国,0,1,0
7月18日,上海,境外输入-印度,0,1,0
7月18日,北京,地市明细不详,0,13,0
7月18日,四川,境外输入-不详,0,1,0
7月18日,香港,,58,10,1
7月18日,新疆,乌鲁木齐市,11,0,0
7月18日,山东,境外输入-菲律宾,2,0,0
7月18日,福建,境外输入-美国,1,0,0
7月18日,广东,境外输入-香港,2,0,0
7月18日,广东,境外输入-菲律宾,1,0,0
7月18日,台湾,,2,0,0
7月18日,云南,境外输入-不详,0,1,0
7月18日,辽宁,境外输入-不详,0,1,0
7月18日,澳门,,0,1,0
7月18日,马约特,,39,0,0
7月18日,留尼旺,,6,0,0
7月18日,波多黎卡,,195,0,1
7月18日,法属圭亚那,,94,0,0
7月18日,美属维尔京群岛,,6,0,0
7月18日,圣皮埃尔岛和密克隆岛,,2,0,0
7月18日,荷属加勒比区,,1,0,0
7月18日,巴勒斯坦,,463,0,5
7月18日,塔吉克斯坦,,46,0,0
7月18日,北马里亚纳群岛邦,,1,0,0
7月18日,科摩罗,,7,,
7月18日,波多黎各,,195,,1
7月18日,法属圭亚那,,,,1
7月17日,香港,,67,13,
7月17日,台湾,,1,,
7月17日,广东,境外输入-美国,4,,
7月17日,江苏,境外输入-菲律宾,1,,
7月17日,山东,境外输入-俄罗斯,1,,
7月17日,广西,境外输入-印度,1,,
7月17日,北京,地市明细不详,,10,
7月17日,上海,境外输入-菲律宾,1,,
7月17日,上海,境外输入-巴基斯坦,,2,
7月17日,上海,境外输入-英国,,1,
7月17日,陕西,境外输入-美国,1,,
7月17日,四川,境外输入-不详,,1,
7月17日,山西,境外输入-不详,,2,
7月17日,辽宁,境外输入-不详,,1,
7月17日,新疆,乌鲁木齐市,1,,
7月17日,马约特,,19,,
7月17日,留尼旺,,9,,
7月17日,波多黎各,,256,,2
7月17日,波多黎各,,,,2
7月17日,法属圭亚那,,70,,2
7月17日,阿鲁巴,,1,,
7月17日,荷属圣马丁,,1,,
7月17日,巴勒斯坦,,419,,
7月17日,关岛,,1,,
7月17日,塔吉克斯坦,,52,,
7月17日,美属维尔京群岛,,37,,
7月17日,马约特,,,,-3
7月16日,香港,,19,12,2
7月16日,北京,地市明细不详,,23,
7月16日,上海,境外输入-赞比亚,1,1,
7月16日,四川,境外输入-不详,,1,
7月16日,甘肃,境外输入-不详,,1,
7月16日,开曼群岛,,2,,
7月16日,科摩罗,,4,,
7月16日,法属圭亚那,,59,,
7月16日,关岛,,1,,
7月16日,莱索托,,11,,1
7月16日,新喀里多尼亚,,1,,
7月16日,波多黎各,,113,,
7月16日,塔吉克斯坦,,92,,
7月16日,荷属加勒比区,,2,,
7月16日,北马里亚纳群岛邦,,3,,
7月16日,留尼旺,,3,,
7月16日,巴勒斯坦,,293,,13
7月16日,新疆,乌鲁木齐市,1,,
7月16日,法属圭亚那,,,,2
7月16日,塔吉克斯坦,,,,1
7月15日,香港,,48,12,0
7月15日,上海,境外输入-墨西哥,1,0,0
7月15日,上海,境外输入-美国,1,0,0
7月15日,上海,境外输入-新加坡,1,0,0
7月15日,山西,境外输入-俄罗斯,1,0,0
7月15日,重庆,境外输入-新加坡,1,0,0
7月15日,重庆,境外输入-印度,0,1,0
7月15日,云南,境外输入-孟加拉国,1,0,0
7月15日,广东,地市明细不详,0,1,0
7月15日,北京,地市明细不详,0,14,0
7月15日,甘肃,境外输入-不详,0,2,0
7月15日,陕西,地市明细不详,0,0,0
7月15日,库拉索,,1,0,0
7月15日,法属圭亚那,,221,0,3
7月15日,泽西岛,,4,0,0
7月15日,留尼旺,,3,0,0
7月15日,莱索托,,12,0,1
7月15日,马约特,,13,0,0
7月15日,巴勒斯坦,,404,0,2
7月15日,波多黎各,,356,0,0
7月15日,美属维尔京群岛,,25,0,0
7月15日,特克斯和凯科斯群岛,,1,0,0
7月14日,香港,,52,3,1
7月14日,台湾,,,2,
7月14日,上海,境外输入-美国,2,,
7月14日,上海,境外输入-英国,1,1,
7月14日,北京,地市明细不详,,21,
7月14日,广东,地市明细不详,,1,
7月14日,四川,境外输入-不详,,2,
7月14日,河北,地市明细不详,,1,
7月14日,科摩罗,,3,,
7月14日,留尼旺,,16,,
7月14日,莱索托,,49,,
7月14日,巴勒斯坦,,349,,
7月14日,波多黎各,,288,,
7月14日,塔吉克斯坦,,46,,
7月14日,美属维尔京群岛,,14,,
7月14日,特克斯和凯科斯群岛,,5,,
7月13日,内蒙古,境外输入-不详,4,,
7月13日,上海,境外输入-墨西哥,1,,
7月13日,广东,境外输入-印度尼西亚,1,,
7月13日,广东,境外输入-英国,1,,
7月13日,香港,,38,18,
7月13日,山东,境外输入-俄罗斯,1,,
7月13日,北京,地市明细不详,,14,
7月13日,留尼旺,,6,,
7月13日,波多黎各,,229,,8
7月13日,法属圭亚那,,245,,3
7月13日,马提尼克岛,,6,,1
7月13日,美属维尔京群岛,,14,,
7月13日,百慕大,,1,,
7月13日,巴勒斯坦,,463,,-3
7月13日,塔吉克斯坦,,49,,
7月13日,关岛,,2,,
7月13日,北马里亚纳群岛邦,,2,,
7月12日,香港,,28,10,0
7月12日,北京,地市明细不详,0,11,0
7月12日,上海,境外输入-俄罗斯,2,0,0
7月12日,天津,境外输入-菲律宾,3,0,0
7月12日,天津,境外输入-菲律宾,1,0,0
7月12日,浙江,境外输入-加纳,1,0,0
7月12日,科摩罗,,1,0,0
7月12日,法属圭亚那,,146,0,1
7月12日,直布罗陀,,1,0,0
7月12日,瓜德罗普,,6,0,0
7月12日,留尼旺,,5,0,0
7月12日,莱索托,,50,0,0
7月12日,马约特,,9,0,0
7月12日,蒙特塞拉特,,1,0,0
7月12日,巴勒斯坦,,396,0,8
7月12日,波多黎各,,275,0,0
7月12日,塔吉克斯坦,,47,0,1
7月12日,美属维尔京群岛,,9,0,0
7月12日,特克斯和凯科斯群岛,,11,0,0
7月11日,北京,地市明细不详,0,12,0
7月11日,辽宁,境外输入-俄罗斯,1,0,0
7月11日,香港,,38,10,0
7月11日,台湾,,2,0,0
7月11日,广东,境外输入-菲律宾,1,0,0
7月11日,四川,境外输入-不详,0,2,0
7月11日,马约特,,14,0,4
7月11日,留尼旺,,3,0,0
7月11日,波多黎各,,117,0,0
7月11日,法属圭亚那,,99,0,0
7月11日,美属维尔京群岛,,22,0,0
7月11日,圣皮埃尔岛和密克隆岛,,1,0,0
7月11日,巴勒斯坦,,262,0,3
7月11日,关岛,,3,0,0
7月11日,塔吉克斯坦,,46,0,0
7月10日,香港,,42,9,0
7月10日,上海,境外输入-法国,1,0,0
7月10日,山西,境外输入-俄罗斯,1,0,0
7月10日,辽宁,境外输入-俄罗斯,1,0,0
7月10日,内蒙古,境外输入-不详,1,0,0
7月10日,北京,地市明细不详,0,12,0
7月10日,广东,地市明细不详,0,3,0
7月10日,四川,境外输入-不详,0,3,0
7月10日,福建,境外输入-不详,0,1,0
7月10日,波多黎各,,31,0,2
7月10日,留尼旺,,12,0,0
7月10日,法属圭亚那,,281,0,1
7月10日,百慕大,,3,0,0
7月10日,美属维尔京群岛,,6,0,0
7月10日,特克斯和凯科斯群岛,,6,0,0
7月10日,巴勒斯坦,,475,0,2
7月10日,关岛,,4,0,0
7月10日,塔吉克斯坦,,48,0,1
7月10日,莱索托,,43,0,1
7月9日,香港,,24,6,
7月9日,广东,境外输入-印度尼西亚,2,,
7月9日,北京,地市明细不详,,32,
7月9日,上海,境外输入-美国,2,,
7月9日,上海,境外输入-英国,1,,
7月9日,上海,境外输入-西班牙,,1,
7月9日,辽宁,境外输入-俄罗斯,3,,
7月9日,四川,境外输入-美国,1,,
7月9日,四川,境外输入-不详,,1,
7月9日,河北,地市明细不详,,2,
7月9日,陕西,境外输入-不详,,1,
7月9日,甘肃,境外输入-不详,,3,
7月9日,重庆,境外输入-印度,,1,
7月9日,天津,北辰区,,1,
7月9日,科摩罗,,2,,
7月9日,法属圭亚那,,124,,1
7月9日,关岛,,2,,
7月9日,泽西岛,,5,,
7月9日,马约特,,9,,
7月9日,波多黎各,,129,,2
7月9日,塔吉克斯坦,,44,,
7月9日,特克斯和凯科斯群岛,,1,,
7月9日,法罗群岛,,1,,
7月9日,留尼旺,,2,,1
7月9日,巴勒斯坦,,306,,1
7月9日,美属维尔京群岛,,4,,
7月8日,上海,境外输入-美国,0,2,0
7月8日,上海,境外输入-南苏丹,0,1,0
7月8日,北京,地市明细不详,0,13,0
7月8日,山西,境外输入-俄罗斯,1,0,0
7月8日,广东,境外输入-坦桑尼亚,1,0,0
7月8日,云南,境外输入-孟加拉国,1,0,0
7月8日,内蒙古,境外输入-不详,4,0,0
7月8日,香港,,14,4,0
7月8日,江苏,境外输入-不详,0,1,0
7月8日,甘肃,境外输入-不详,0,3,0
7月8日,马约特,,11,0,0
7月8日,留尼旺,,2,0,0
7月8日,波多黎各,,669,0,0
7月8日,法属圭亚那,,141,0,4
7月8日,美属维尔京群岛,,1,0,0
7月8日,阿鲁巴,,1,0,0
7月8日,特克斯和凯科斯群岛,,1,0,0
7月8日,巴勒斯坦,,64,0,1
7月8日,直布罗陀,,1,0,0
7月8日,关岛,,13,0,0
7月8日,塔吉克斯坦,,49,0,0
7月7日,内蒙古,境外输入-不详,1,,
7月7日,上海,境外输入-英国,2,,
7月7日,上海,境外输入-巴基斯坦,,3,
7月7日,上海,境外输入-印度,,1,
7月7日,广东,境外输入-孟加拉国,1,,
7月7日,北京,地市明细不详,,4,
7月7日,辽宁,境外输入-俄罗斯,2,,
7月7日,四川,境外输入-埃及,2,,
7月7日,香港,,17,1,
7月7日,甘肃,境外输入-不详,,2,
7月7日,科摩罗,,2,,
7月7日,留尼旺,,11,,
7月7日,莱索托,,12,,
7月7日,巴勒斯坦,,472,,1
7月7日,波多黎各,,129,,
7月7日,塔吉克斯坦,,63,,1
7月7日,特克斯和凯科斯群岛,,2,,
7月7日,瓜德罗普,,,,-2
7月6日,香港,,10,11,
7月6日,北京,丰台区,1,,
7月6日,北京,地市明细不详,,1,
7月6日,内蒙古,境外输入-白俄罗斯,1,,
7月6日,辽宁,境外输入-俄罗斯,1,,
7月6日,莱索托,,16,,
7月6日,马约特,,7,,
7月6日,留尼旺,,3,,
7月6日,波多黎各,,104,,1
7月6日,法属圭亚那,,355,,
7月6日,马提尼克岛,,7,,
7月6日,瓜德罗普,,2,,2
7月6日,美属维尔京群岛,,13,,
7月6日,特克斯和凯科斯群岛,,1,,
7月6日,法属圣马丁,,1,,
7月6日,巴勒斯坦,,561,,4
7月6日,塔吉克斯坦,,101,,
7月6日,泽西岛,,1,,
7月6日,关岛,,2,,
7月6日,陕西,境外输入-巴基斯坦,1,,
7月6日,陕西,境外输入-不详,,2,
7月5日,天津,境外输入-美国,1,0,0
7月5日,香港,,11,20,0
7月5日,甘肃,境外输入-俄罗斯,3,0,0
7月5日,上海,境外输入-俄罗斯,1,0,0
7月5日,四川,境外输入-加拿大,1,0,0
7月5日,北京,丰台区,2,0,0
7月5日,北京,地市明细不详,0,1,0
7月5日,河北,地市明细不详,0,1,0
7月5日,广东,地市明细不详,0,2,0
7月5日,陕西,境外输入-不详,0,1,0
7月5日,辽宁,沈阳市,0,1,0
7月5日,马约特,,18,0,1
7月5日,留尼旺,,2,0,0
7月5日,波多黎各,,75,0,1
7月5日,法属圭亚那,,114,0,1
7月5日,阿鲁巴,,1,0,0
7月5日,美属维尔京群岛,,6,0,0
7月5日,荷属圣马丁,,1,0,0
7月5日,美属维尔京群岛,,2,0,0
7月5日,巴勒斯坦,,272,0,5
7月5日,关岛,,6,0,0
7月5日,科摩罗,,6,0,0
7月5日,莱索托,,28,0,0
7月5日,塔吉克斯坦,,53,0,0
7月5日,特克斯和凯科斯群岛,,2,,
7月4日,上海,境外输入-法国,1,0,0
7月4日,上海,境外输入-巴基斯坦,0,2,0
7月4日,上海,境外输入-英国,0,1,0
7月4日,香港,,5,5,0
7月4日,台湾,,1,0,0
7月4日,广东,境外输入-美国,1,0,0
7月4日,北京,丰台区,1,0,0
7月4日,北京,地市明细不详,0,2,0
7月4日,河北,地市明细不详,0,2,0
7月4日,辽宁,沈阳市,0,1,0
7月4日,开曼群岛,,1,0,0
7月4日,北马里亚纳群岛邦,,1,0,0
7月4日,科摩罗,,4,0,0
7月4日,法属圭亚那,,176,0,0
7月4日,直布罗陀,,1,0,0
7月4日,留尼旺,,3,0,0
7月4日,波多黎各,,71,0,0
7月4日,美属维尔京群岛,,2,0,0
7月4日,巴勒斯坦,,322,0,0
7月4日,甘肃,境外输入-不详,0,1,0
7月4日,福建,境外输入-不详,0,1,0
7月3日,香港,,9,3,
7月3日,台湾,,1,,
7月3日,辽宁,境外输入-白俄罗斯,1,,
7月3日,上海,境外输入-美国,,1,
7月3日,上海,境外输入-埃塞俄比亚,1,,
7月3日,云南,境外输入-俄罗斯,1,,
7月3日,北京,丰台区,2,,
7月3日,北京,地市明细不详,,3,
7月3日,广东,地市明细不详,,2,
7月3日,四川,境外输入-不详,,1,
7月3日,重庆,境外输入-苏丹,,1,
7月3日,甘肃,境外输入-不详,,4,
7月3日,开曼群岛,,1,,
7月3日,科摩罗,,6,,
7月3日,法属圭亚那,,264,,
7月3日,关岛,,21,,
7月3日,留尼旺,,2,,
7月3日,莱索托,,8,,
7月3日,马约特,,40,,
7月3日,巴勒斯坦,,330,,
7月3日,波多黎各,,72,,
7月3日,塔吉克斯坦,,51,,
7月3日,美属维尔京群岛,,7,,
7月3日,特克斯和凯科斯群岛,,1,,
7月2日,上海,境外输入-墨西哥,1,0,0
7月2日,广东,境外输入-孟加拉国,1,0,0
7月2日,北京,丰台区,1,0,0
7月2日,香港,,28,10,0
7月2日,台湾,,0,1,0
7月2日,上海,境外输入-印度,0,1,0
7月2日,上海,境外输入-墨西哥,0,1,0
7月2日,北京,地市明细不详,0,2,0
7月2日,陕西,境外输入-不详,0,2,0
7月2日,福建,境外输入-不详,0,2,0
7月2日,留尼旺,,4,0,0
7月2日,波多黎各,,215,0,0
7月2日,法属圭亚那,,230,0,0
7月2日,开曼群岛,,3,0,0
7月2日,阿鲁巴,,2,0,0
7月2日,美属维京群岛,,3,0,0
7月2日,库拉索,,1,0,0
7月2日,特克斯和凯科斯群岛,,0,0,1
7月2日,巴勒斯坦,,322,0,3
7月2日,关岛,,4,0,0
7月2日,塔吉克斯坦,,54,0,0
7月1日,香港,,2,2,
7月1日,台湾,,,2,
7月1日,北京,大兴区,3,,
7月1日,北京,地市明细不详,,1,
7月1日,甘肃,境外输入-不详,,3,
7月1日,四川,,,2,
7月1日,辽宁,境外输入-白俄罗斯,,1,
7月1日,法属圭亚那,,313,,3
7月1日,关岛,,7,,
7月1日,马约特,,63,,
7月1日,波多黎各,,61,,
7月1日,法属圣马丁,,1,,
7月1日,塔吉克斯坦,,51,,
7月1日,特克斯和凯科斯群岛,,25,,
7月1日,库拉索,,1,,
7月1日,留尼旺,,1,,
7月1日,巴勒斯坦,,195,,
7月1日,甘肃,境外输入-不详,0,3,0
6月30日,上海,境外输入-英国,1,,
6月30日,上海,境外输入-美国,1,,
6月30日,上海,境外输入-印度,1,,
6月30日,上海,外国来沪（印度）,1,,
6月30日,香港,,4,1,
6月30日,甘肃,境外输入-沙特阿拉伯,1,3,
6月30日,北京,丰台区,6,,
6月30日,北京,大兴区,1,,
6月30日,北京,西城区,,1,
6月30日,广东,境外输入-孟加拉国,3,,
6月30日,广东,境外输入-阿联酋,1,,
6月30日,广东,地市明细不详,,2,
6月30日,四川,境外输入-埃及,3,,
6月30日,四川,境外输入-不详,,1,
6月30日,陕西,境外输入-不详,,1,
